assigned_to_detail,id,creator_detail,resolution,creator,last_change_time,priority,status,dupe_of,component,severity,assigned_to,creation_time,product
"{'name': 'azarah', 'email': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",77,"{'email': 'aforgue', 'name': 'aforgue', 'real_name': 'Andrew J Forgue', 'id': 45}",FIXED,aforgue,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,major,azarah,2002-01-07T21:29:13Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",78,"{'real_name': 'Andrew J Forgue', 'id': 45, 'email': 'aforgue', 'name': 'aforgue'}",FIXED,aforgue,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,trivial,hallski,2002-01-07T21:35:47Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",79,"{'real_name': '', 'id': 49, 'name': 'cami', 'email': 'cami'}",FIXED,cami,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,blocker,drobbins,2002-01-08T04:27:37Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",80,"{'email': 'stalker', 'name': 'stalker', 'id': 24, 'real_name': 'John Stalker'}",FIXED,stalker,2003-02-04T19:42:18Z,Normal,RESOLVED,,Current packages,major,hallski,2002-01-08T11:03:05Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",81,"{'real_name': 'Charles Kerr', 'id': 42, 'name': 'punt', 'email': 'punt'}",FIXED,punt,2002-01-08T12:26:51Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-08T12:05:56Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",82,"{'id': 42, 'real_name': 'Charles Kerr', 'email': 'punt', 'name': 'punt'}",FIXED,punt,2002-01-08T17:46:58Z,High,RESOLVED,,[OLD] Development,normal,gbevin,2002-01-08T12:09:09Z,Gentoo Linux
"{'id': 5, 'real_name': 'Geert Bevin', 'email': 'gbevin', 'name': 'gbevin'}",83,"{'id': 42, 'real_name': 'Charles Kerr', 'email': 'punt', 'name': 'punt'}",FIXED,punt,2002-01-08T17:47:24Z,High,RESOLVED,,[OLD] Development,normal,gbevin,2002-01-08T12:14:03Z,Gentoo Linux
"{'name': 'kabau', 'email': 'kabau', 'real_name': 'Damon Conway (RETIRED)', 'id': 1}",84,"{'real_name': 'Tod M. Neidt', 'id': 4, 'email': 'tneidt', 'name': 'tneidt'}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,minor,kabau,2002-01-08T13:12:56Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",85,"{'email': 'datadevil', 'name': 'datadevil', 'real_name': 'Maarten Stolte', 'id': 50}",FIXED,datadevil,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,hallski,2002-01-08T13:34:15Z,Gentoo Linux
"{'real_name': 'Geert Bevin', 'id': 5, 'email': 'gbevin', 'name': 'gbevin'}",86,"{'email': 'woodchip', 'name': 'woodchip', 'id': 13, 'real_name': 'Donny Davies (RETIRED)'}",FIXED,woodchip,2011-10-30T22:20:11Z,High,RESOLVED,,Unclassified,normal,gbevin,2002-01-08T14:14:27Z,Portage Development
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",87,"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",FIXED,drobbins,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-08T15:38:48Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'id': 5, 'real_name': 'Geert Bevin'}",88,"{'id': 42, 'real_name': 'Charles Kerr', 'email': 'punt', 'name': 'punt'}",FIXED,punt,2023-01-16T23:57:00Z,High,RESOLVED,,[OLD] Development,normal,gbevin,2002-01-08T15:45:49Z,Gentoo Linux
"{'email': 'zhen', 'name': 'zhen', 'real_name': 'John Davis (zhen) (RETIRED)', 'id': 1972}",89,"{'real_name': 'Achim Gottinger (RETIRED)', 'id': 51, 'email': 'achim', 'name': 'achim'}",FIXED,achim,2011-10-30T23:16:38Z,High,RESOLVED,,Bugzilla,normal,zhen,2002-01-08T16:31:38Z,Gentoo Infrastructure
"{'email': 'kabau', 'name': 'kabau', 'id': 1, 'real_name': 'Damon Conway (RETIRED)'}",90,"{'name': 'g2boojum', 'email': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",FIXED,g2boojum,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,normal,kabau,2002-01-08T16:45:05Z,Gentoo Linux
"{'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'email': 'hallski', 'name': 'hallski'}",91,"{'id': 25, 'real_name': 'Ilian Zarov', 'email': 'coder', 'name': 'coder'}",FIXED,coder,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,enhancement,hallski,2002-01-08T19:01:06Z,Gentoo Linux
"{'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)', 'email': 'tod', 'name': 'tod'}",92,"{'email': 'tneidt', 'name': 'tneidt', 'id': 4, 'real_name': 'Tod M. Neidt'}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,tod,2002-01-08T19:26:17Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",93,"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",FIXED,drobbins,2011-10-30T22:20:07Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-01-08T21:18:36Z,Portage Development
"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",94,"{'id': 24, 'real_name': 'John Stalker', 'name': 'stalker', 'email': 'stalker'}",FIXED,stalker,2002-01-10T07:41:08Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-08T22:31:07Z,Gentoo Linux
"{'email': 'danarmak', 'name': 'danarmak', 'id': 10, 'real_name': 'Dan Armak (RETIRED)'}",95,"{'email': 'punt', 'name': 'punt', 'id': 42, 'real_name': 'Charles Kerr'}",FIXED,punt,2002-01-09T13:03:16Z,High,RESOLVED,,[OLD] KDE,normal,danarmak,2002-01-09T08:57:48Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'id': 5, 'real_name': 'Geert Bevin'}",96,"{'id': 32, 'real_name': 'Vitaly Kushneriuk', 'name': 'vitaly_kushneriuk', 'email': 'vitaly_kushneriuk'}",FIXED,vitaly_kushneriuk,2011-10-30T22:17:53Z,High,RESOLVED,,Unclassified,normal,gbevin,2002-01-09T10:40:59Z,Portage Development
"{'name': 'g2boojum', 'email': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",97,"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'email': 'g2boojum', 'name': 'g2boojum'}",FIXED,g2boojum,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,g2boojum,2002-01-09T11:45:08Z,Gentoo Linux
"{'real_name': 'Tod M. Neidt', 'id': 4, 'name': 'tneidt', 'email': 'tneidt'}",98,"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",FIXED,g2boojum,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,normal,tneidt,2002-01-09T11:55:55Z,Gentoo Linux
"{'name': 'tod', 'email': 'tod', 'real_name': 'Tod M. Neidt (RETIRED)', 'id': 84}",99,"{'name': 'tneidt', 'email': 'tneidt', 'real_name': 'Tod M. Neidt', 'id': 4}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,tod,2002-01-09T12:40:49Z,Gentoo Linux
"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'email': 'g2boojum', 'name': 'g2boojum'}",100,"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",FIXED,g2boojum,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,g2boojum,2002-01-09T12:54:02Z,Gentoo Linux
"{'email': 'kabau', 'name': 'kabau', 'real_name': 'Damon Conway (RETIRED)', 'id': 1}",101,"{'name': 'kabau', 'email': 'kabau', 'id': 1, 'real_name': 'Damon Conway (RETIRED)'}",FIXED,kabau,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,major,kabau,2002-01-09T14:47:50Z,Gentoo Linux
"{'real_name': 'Damon Conway (RETIRED)', 'id': 1, 'email': 'kabau', 'name': 'kabau'}",102,"{'name': 'kabau', 'email': 'kabau', 'id': 1, 'real_name': 'Damon Conway (RETIRED)'}",INVALID,kabau,2003-05-07T09:00:28Z,High,RESOLVED,,Current packages,normal,kabau,2002-01-09T14:49:46Z,Gentoo Linux
"{'name': 'zhen', 'email': 'zhen', 'real_name': 'John Davis (zhen) (RETIRED)', 'id': 1972}",103,"{'id': 4, 'real_name': 'Tod M. Neidt', 'name': 'tneidt', 'email': 'tneidt'}",FIXED,tneidt,2011-10-30T23:15:11Z,High,RESOLVED,,Bugzilla,trivial,zhen,2002-01-09T14:53:47Z,Gentoo Infrastructure
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",104,"{'name': 'jeld', 'email': 'jeld', 'real_name': 'Jeld The Dark Elf', 'id': 55}",FIXED,jeld,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-09T17:25:27Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",105,"{'real_name': 'Mark Bolusmjak', 'id': 56, 'name': 'z5h', 'email': 'z5h'}",FIXED,z5h,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,major,drobbins,2002-01-09T17:39:29Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",106,"{'real_name': 'Mark Bolusmjak', 'id': 56, 'email': 'z5h', 'name': 'z5h'}",FIXED,z5h,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,minor,drobbins,2002-01-09T17:46:51Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",107,"{'name': 'dholm', 'email': 'dholm', 'id': 53, 'real_name': 'David Holm'}",FIXED,dholm,2011-10-30T22:21:25Z,High,RESOLVED,,Unclassified,enhancement,drobbins,2002-01-09T17:52:07Z,Portage Development
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",108,"{'real_name': 'David Holm', 'id': 53, 'name': 'dholm', 'email': 'dholm'}",FIXED,dholm,2011-10-30T22:18:52Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-01-09T17:54:01Z,Portage Development
"{'name': 'hallski', 'email': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",109,"{'email': 'jeld', 'name': 'jeld', 'id': 55, 'real_name': 'Jeld The Dark Elf'}",FIXED,jeld,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-09T18:02:23Z,Gentoo Linux
"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'email': 'danarmak', 'name': 'danarmak'}",110,"{'real_name': 'Chris Arndt', 'id': 57, 'name': 'arndtc', 'email': 'arndtc'}",FIXED,arndtc,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,danarmak,2002-01-09T19:34:40Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'real_name': 'Bart Verwilst', 'id': 14}",111,"{'name': 'arndtc', 'email': 'arndtc', 'real_name': 'Chris Arndt', 'id': 57}",FIXED,arndtc,2017-09-12T17:36:24Z,High,RESOLVED,,Current packages,normal,bart,2002-01-09T19:37:28Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",112,"{'name': 'arndtc', 'email': 'arndtc', 'id': 57, 'real_name': 'Chris Arndt'}",FIXED,arndtc,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,normal,bart,2002-01-09T19:39:01Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'name': 'bart', 'email': 'bart'}",113,"{'name': 'arndtc', 'email': 'arndtc', 'id': 57, 'real_name': 'Chris Arndt'}",FIXED,arndtc,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,normal,bart,2002-01-09T19:40:29Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'real_name': 'Bart Verwilst', 'id': 14}",114,"{'id': 57, 'real_name': 'Chris Arndt', 'email': 'arndtc', 'name': 'arndtc'}",FIXED,arndtc,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,bart,2002-01-09T19:42:14Z,Gentoo Linux
"{'name': 'hallski', 'email': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",115,"{'id': 24, 'real_name': 'John Stalker', 'email': 'stalker', 'name': 'stalker'}",FIXED,stalker,2002-01-10T08:12:41Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-09T19:57:38Z,Gentoo Linux
"{'name': 'hallski', 'email': 'hallski', 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2}",116,"{'name': 'tchan', 'email': 'tchan', 'id': 21, 'real_name': 'Terry Chan'}",FIXED,tchan,2002-01-10T16:22:55Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-10T01:50:04Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",117,"{'email': 'ceed', 'name': 'ceed', 'real_name': 'Christian Rubbert', 'id': 39}",FIXED,ceed,2006-04-07T01:10:35Z,High,RESOLVED,,New packages,normal,hallski,2002-01-10T02:50:23Z,Gentoo Linux
"{'email': 'gbevin', 'name': 'gbevin', 'id': 5, 'real_name': 'Geert Bevin'}",118,"{'email': 'vitaly_kushneriuk', 'name': 'vitaly_kushneriuk', 'id': 32, 'real_name': 'Vitaly Kushneriuk'}",FIXED,vitaly_kushneriuk,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,normal,gbevin,2002-01-10T05:19:22Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",119,"{'real_name': 'Christian Rubbert', 'id': 39, 'email': 'ceed', 'name': 'ceed'}",FIXED,ceed,2011-10-30T22:18:06Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-01-10T07:02:32Z,Portage Development
"{'email': 'danarmak', 'name': 'danarmak', 'real_name': 'Dan Armak (RETIRED)', 'id': 10}",120,"{'real_name': 'Charles Kerr', 'id': 42, 'email': 'punt', 'name': 'punt'}",FIXED,punt,2012-11-08T18:14:33Z,High,RESOLVED,,Current packages,normal,danarmak,2002-01-10T07:08:26Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)'}",121,"{'real_name': 'Charles Kerr', 'id': 42, 'email': 'punt', 'name': 'punt'}",FIXED,punt,2002-02-21T14:20:02Z,High,RESOLVED,,[OLD] Development,normal,karltk,2002-01-10T09:13:31Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",122,"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",FIXED,drobbins,2011-10-30T22:18:21Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-01-10T10:14:46Z,Portage Development
"{'email': 'danarmak', 'name': 'danarmak', 'real_name': 'Dan Armak (RETIRED)', 'id': 10}",123,"{'id': 42, 'real_name': 'Charles Kerr', 'name': 'punt', 'email': 'punt'}",FIXED,punt,2010-01-01T20:49:37Z,High,RESOLVED,,[OLD] KDE,normal,danarmak,2002-01-10T10:54:31Z,Gentoo Linux
"{'email': 'chouser', 'name': 'chouser', 'id': 11, 'real_name': 'chouser (RETIRED)'}",124,"{'name': 'punt', 'email': 'punt', 'real_name': 'Charles Kerr', 'id': 42}",FIXED,punt,2002-02-24T18:39:01Z,High,RESOLVED,,[OLD] Development,normal,chouser,2002-01-10T12:06:43Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",125,"{'email': 'dholm', 'name': 'dholm', 'real_name': 'David Holm', 'id': 53}",FIXED,dholm,2003-02-04T19:42:18Z,Highest,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-10T15:56:30Z,Gentoo Linux
"{'name': 'hallski', 'email': 'hallski', 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2}",126,"{'real_name': 'Tod M. Neidt', 'id': 4, 'name': 'tneidt', 'email': 'tneidt'}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,hallski,2002-01-10T17:38:07Z,Gentoo Linux
"{'real_name': 'Damon Conway (RETIRED)', 'id': 1, 'name': 'kabau', 'email': 'kabau'}",127,"{'name': 'tneidt', 'email': 'tneidt', 'real_name': 'Tod M. Neidt', 'id': 4}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,kabau,2002-01-10T19:43:25Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",128,"{'name': 'stalker', 'email': 'stalker', 'real_name': 'John Stalker', 'id': 24}",FIXED,stalker,2002-01-12T15:00:39Z,High,RESOLVED,,[OLD] Games,normal,bart,2002-01-10T21:24:58Z,Gentoo Linux
"{'name': 'bart', 'email': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",129,"{'id': 24, 'real_name': 'John Stalker', 'email': 'stalker', 'name': 'stalker'}",FIXED,stalker,2002-01-12T15:08:16Z,High,RESOLVED,,[OLD] Games,normal,bart,2002-01-10T22:10:18Z,Gentoo Linux
"{'email': 'bart', 'name': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",130,"{'name': 'oliver', 'email': 'oliver', 'id': 18, 'real_name': 'Ollie Rutherfurd'}",FIXED,oliver,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,bart,2002-01-10T22:29:23Z,Gentoo Linux
"{'real_name': 'Damon Conway (RETIRED)', 'id': 1, 'email': 'kabau', 'name': 'kabau'}",131,"{'name': 'oliver', 'email': 'oliver', 'id': 18, 'real_name': 'Ollie Rutherfurd'}",FIXED,oliver,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,kabau,2002-01-10T22:48:48Z,Gentoo Linux
"{'email': 'hallski', 'name': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",132,"{'real_name': 'Naresh Donti', 'id': 63, 'email': 'ndonti', 'name': 'ndonti'}",FIXED,ndonti,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,hallski,2002-01-10T23:55:42Z,Gentoo Linux
"{'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2, 'name': 'hallski', 'email': 'hallski'}",133,"{'name': 'tneidt', 'email': 'tneidt', 'id': 4, 'real_name': 'Tod M. Neidt'}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-11T00:16:36Z,Gentoo Linux
"{'email': 'azarah', 'name': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",134,"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'name': 'g2boojum', 'email': 'g2boojum'}",FIXED,g2boojum,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,azarah,2002-01-11T08:10:15Z,Gentoo Linux
"{'email': 'danarmak', 'name': 'danarmak', 'real_name': 'Dan Armak (RETIRED)', 'id': 10}",135,"{'name': 'bebbo', 'email': 'bebbo', 'id': 22, 'real_name': 'Calle Lennartsson'}",DUPLICATE,bebbo,2005-07-17T13:06:51Z,High,RESOLVED,72.0,[OLD] Server,normal,danarmak,2002-01-11T08:39:21Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",136,"{'id': 34, 'real_name': 'Sebastian Werner', 'email': 'sebastian', 'name': 'sebastian'}",FIXED,sebastian,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,enhancement,gbevin,2002-01-11T12:28:14Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'name': 'bart', 'email': 'bart'}",137,"{'real_name': 'Brent Cook', 'id': 40, 'email': 'busterb', 'name': 'busterb'}",FIXED,busterb,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,enhancement,bart,2002-01-11T14:44:14Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'name': 'bart', 'email': 'bart'}",138,"{'name': 'tchan', 'email': 'tchan', 'id': 21, 'real_name': 'Terry Chan'}",FIXED,tchan,2002-01-13T23:49:25Z,High,RESOLVED,,Current packages,enhancement,bart,2002-01-12T01:34:37Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'name': 'karltk', 'email': 'karltk'}",139,"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'email': 'karltk', 'name': 'karltk'}",FIXED,karltk,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,karltk,2002-01-12T02:36:27Z,Gentoo Linux
"{'name': 'hallski', 'email': 'hallski', 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2}",140,"{'id': 64, 'real_name': 'Greg Horne', 'name': 'horne', 'email': 'horne'}",FIXED,horne,2003-02-04T19:42:18Z,Highest,RESOLVED,,Current packages,normal,hallski,2002-01-12T07:49:00Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",141,"{'real_name': 'Joshua Pierre', 'id': 6, 'name': 'joshua', 'email': 'joshua'}",FIXED,joshua,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-12T08:40:58Z,Gentoo Linux
"{'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'email': 'hallski', 'name': 'hallski'}",142,"{'real_name': 'Tod M. Neidt', 'id': 4, 'name': 'tneidt', 'email': 'tneidt'}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,hallski,2002-01-12T19:01:52Z,Gentoo Linux
"{'real_name': 'Bruce A. Locke', 'id': 41, 'email': 'blocke', 'name': 'blocke'}",143,"{'name': 'gentoo', 'email': 'gentoo', 'id': 65, 'real_name': 'Benjamin Ritcey'}",FIXED,gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,blocke,2002-01-12T21:40:07Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",144,"{'id': 32, 'real_name': 'Vitaly Kushneriuk', 'email': 'vitaly_kushneriuk', 'name': 'vitaly_kushneriuk'}",FIXED,vitaly_kushneriuk,2021-07-30T07:30:44Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-01-13T06:11:59Z,Gentoo Linux
"{'name': 'hallski', 'email': 'hallski', 'id': 2, 'real_name': 'Mikael Hallendal (hallski) (RETIRED)'}",145,"{'id': 37, 'real_name': 'Karl Haines', 'name': 'karl', 'email': 'karl'}",FIXED,karl,2021-07-22T09:22:31Z,High,RESOLVED,,[OLD] GNOME,major,hallski,2002-01-13T10:30:54Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",146,"{'name': 'arjan', 'email': 'arjan', 'id': 67, 'real_name': 'arjan timmerman'}",FIXED,arjan,2021-07-20T07:55:45Z,High,RESOLVED,,[OLD] Development,normal,gbevin,2002-01-13T11:02:53Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'real_name': 'Geert Bevin', 'id': 5}",147,"{'real_name': '', 'id': 33, 'email': 'protrans', 'name': 'protrans'}",FIXED,protrans,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,normal,gbevin,2002-01-13T13:25:44Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'name': 'azarah', 'email': 'azarah'}",148,"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",FIXED,drobbins,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,azarah,2002-01-13T14:17:39Z,Gentoo Linux
"{'real_name': 'Mikael Hallendal (hallski) (RETIRED)', 'id': 2, 'name': 'hallski', 'email': 'hallski'}",149,"{'real_name': 'Tod M. Neidt', 'id': 4, 'name': 'tneidt', 'email': 'tneidt'}",FIXED,tneidt,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,hallski,2002-01-13T14:50:20Z,Gentoo Linux
"{'real_name': 'Geert Bevin', 'id': 5, 'email': 'gbevin', 'name': 'gbevin'}",150,"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",FIXED,drobbins,2011-10-30T22:19:28Z,High,RESOLVED,,Unclassified,normal,gbevin,2002-01-13T15:54:58Z,Portage Development
"{'id': 10, 'real_name': 'Dan Armak (RETIRED)', 'name': 'danarmak', 'email': 'danarmak'}",151,"{'email': 'bart', 'name': 'bart', 'real_name': 'Bart Verwilst', 'id': 14}",FIXED,bart,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] KDE,major,danarmak,2002-01-13T16:49:42Z,Gentoo Linux
"{'name': 'blocke', 'email': 'blocke', 'id': 41, 'real_name': 'Bruce A. Locke'}",152,"{'id': 69, 'real_name': 'Joao Schim', 'name': 'joao', 'email': 'joao'}",FIXED,joao,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,blocke,2002-01-13T18:35:22Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'name': 'azarah', 'email': 'azarah'}",153,"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",DUPLICATE,drobbins,2005-07-17T13:06:51Z,High,RESOLVED,51.0,[OLD] GNOME,normal,azarah,2002-01-13T20:36:40Z,Gentoo Linux
"{'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19, 'email': 'karltk', 'name': 'karltk'}",154,"{'id': 57, 'real_name': 'Chris Arndt', 'name': 'arndtc', 'email': 'arndtc'}",INVALID,arndtc,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,normal,karltk,2002-01-13T23:35:44Z,Gentoo Linux
